    Student_ID,Age,Gender,Family_Income,Income_Bracket,Part_Time_Job,Scholarship,Parental_Education_Level,Financial_Stress_Index,Department,Academic_Year_Num,CGPA,Attendance_Rate,Low_Attendance_Flag,Study_Hours_per_Day,Assignment_Delay_Days,GPA_vs_Effort_Gap,Travel_Time_Minutes,Internet_Access,Stress_Index,Support_Access_Score,Academic_Risk_Score,Engagement_Score,Counseling_Priority_Score,Counseling_Urgency,Dropout
STU1491,19.8,Female,34309.0,Middle,No,No,2,0.678,CS,4,2.12,76.6,0,4.48,0,-0.124,30.8,Yes,6.0,1,25.82,63.24,44.4,Moderate,0
STU1492,26.6,Male,55588.0,Middle,No,Yes,2,0.627,CS,2,3.35,87.1,0,3.67,4,-1.715,28.5,Yes,5.1,2,25.37,63.98,40.84,Moderate,0
STU1493,19.8,Male,69977.0,Upper-Middle,Yes,Yes,3,0.892,Science,3,2.68,88.0,0,3.81,4,-0.983,27.2,Yes,8.1,2,31.8,65.21,56.03,High,1
STU1494,21.4,Male,25000.0,Low,No,No,2,0.7,Arts,2,3.14,90.2,0,3.18,1,-1.724,26.6,Yes,4.7,1,15.29,62.81,37.44,Moderate,0
STU1495,24.4,Female,29740.5,Low,No,Yes,2,0.689,Arts,4,1.37,93.4,0,4.0,1,0.412,40.2,Yes,5.5,2,32.03,68.97,45.0,High,0
STU1496,25.4,Male,25000.0,Low,Yes,Yes,2,1.0,Arts,3,2.48,80.9,0,5.8,3,0.104,18.9,Yes,8.5,2,32.18,72.74,58.21,High,0
STU1497,25.5,Male,25000.0,Low,No,No,3,0.7,Business,1,2.53,72.2,1,3.44,0,-0.998,38.9,Yes,3.5,1,23.04,55.25,38.68,Moderate,1
STU1498,23.7,Male,28634.0,Low,Yes,Yes,3,0.991,Engineering,4,1.03,73.0,1,4.53,2,0.988,10.7,Yes,7.8,2,45.3,61.72,63.18,High,1
STU1499,23.3,Male,29740.5,Low,Yes,No,3,0.989,Arts,1,2.79,95.9,0,4.0,1,-1.008,7.0,Yes,5.5,1,17.08,70.22,44.83,Moderate,0
STU1500,22.3,Female,29353.0,Low,Yes,No,2,0.99,Science,3,0.41,94.9,0,2.1,1,0.525,46.9,Yes,6.5,1,41.18,59.14,58.65,High,1
STU1501,22.7,Male,25000.0,Low,No,No,2,0.7,CS,1,1.07,92.7,0,3.8,1,0.623,17.7,Yes,8.3,1,35.24,67.51,53.72,High,0
STU1502,19.8,Male,58447.0,Middle,No,Yes,1,0.62,Engineering,4,2.54,77.3,0,6.49,3,0.351,31.3,Yes,4.1,2,32.66,74.79,39.5,Moderate,1
STU1503,19.2,Female,32349.0,Middle,No,No,3,0.682,Arts,2,2.16,95.5,0,2.94,0,-0.85,26.8,Yes,4.7,1,19.75,64.12,38.67,Moderate,0
STU1504,21.0,Male,36526.0,Middle,No,No,2,0.672,Engineering,3,0.48,80.6,0,2.74,2,0.74,34.1,Yes,6.9,1,48.52,55.56,56.76,High,0
STU1505,20.6,Female,59429.0,Middle,Yes,No,2,0.917,Engineering,3,3.33,84.7,0,2.86,1,-2.056,30.6,Yes,4.8,1,15.04,58.27,42.62,Moderate,0
STU1506,20.0,Female,27613.0,Low,No,No,3,0.694,Science,1,4.0,88.6,0,6.35,2,-1.171,42.5,Yes,1.5,1,10.92,79.66,25.05,Moderate,0
STU1507,22.5,Female,102347.0,Upper-Middle,No,No,3,0.514,CS,3,4.0,92.1,0,5.44,1,-1.577,12.8,Yes,7.2,1,6.12,76.34,34.28,Moderate,0
STU1508,23.1,Female,25000.0,Low,No,Yes,3,0.7,Engineering,3,2.16,86.3,0,4.82,1,-0.013,38.1,Yes,6.2,2,26.26,69.99,44.51,Moderate,0
STU1509,21.2,Male,98594.0,Upper-Middle,No,No,3,0.523,Business,2,1.99,93.0,0,5.76,3,0.576,29.4,Yes,5.5,1,33.45,78.57,40.8,Moderate,0
STU1510,24.3,Female,29740.5,Low,No,Yes,3,0.689,Arts,4,1.61,82.1,0,4.0,2,0.172,11.6,Yes,5.5,2,36.77,63.32,47.74,High,0
STU1511,18.5,Male,40558.0,Middle,No,Yes,0,0.663,CS,1,0.94,80.4,0,3.86,1,0.779,23.6,Yes,9.5,2,40.23,61.69,58.85,High,0
STU1512,20.6,Male,25000.0,Low,No,No,1,0.7,Science,2,0.78,79.4,0,3.41,2,0.739,10.8,Yes,7.3,1,45.88,58.69,56.8,High,1
STU1513,19.4,Male,29740.5,Low,Yes,Yes,0,0.989,Engineering,4,2.12,57.8,1,4.0,3,-0.338,9.9,Yes,5.5,2,42.71,51.17,57.94,High,0
STU1514,17.0,Male,29740.5,Low,Yes,No,1,0.989,CS,1,1.35,44.6,1,4.0,1,0.432,24.8,Yes,5.5,1,46.87,44.57,60.59,High,1
STU1515,20.8,Female,35402.0,Middle,Yes,No,1,0.975,Engineering,2,1.47,90.3,0,2.81,0,-0.218,44.2,Yes,7.6,1,28.21,60.8,55.66,High,0
STU1516,20.7,Male,25000.0,Low,Yes,No,4,1.0,Science,1,2.96,80.1,0,4.68,0,-0.875,33.8,Yes,7.6,1,16.37,66.11,50.63,High,0
STU1517,24.3,Female,52174.0,Middle,Yes,Yes,1,0.935,Business,2,2.35,87.9,0,3.58,4,-0.755,45.6,Yes,2.8,2,35.13,63.88,45.17,High,1
STU1518,22.4,Male,25000.0,Low,Yes,Yes,2,1.0,Science,2,3.42,86.8,0,5.44,3,-0.997,30.9,Yes,4.6,2,21.01,73.69,43.85,Moderate,0
STU1519,18.7,Male,81638.0,Upper-Middle,Yes,No,2,0.864,Business,4,2.73,83.3,0,2.74,3,-1.51,48.6,Yes,3.5,1,28.96,56.91,44.08,Moderate,0
STU1520,25.1,Female,25000.0,Low,No,No,1,0.7,CS,4,4.0,89.6,0,4.74,1,-1.889,47.4,Yes,6.7,1,6.87,71.19,37.82,Moderate,0
STU1521,23.7,Male,25000.0,Low,No,No,2,0.7,Business,4,3.28,90.6,0,4.21,3,-1.405,18.6,Yes,3.9,1,21.27,68.74,36.95,Moderate,0
STU1522,22.3,Female,52624.0,Middle,Yes,No,2,0.934,Engineering,4,1.18,74.4,1,4.24,1,0.709,30.9,Yes,8.3,1,39.63,60.81,61.16,High,1
STU1523,20.5,Male,25000.0,Low,Yes,No,2,1.0,CS,3,2.0,94.3,0,4.36,2,-0.058,21.3,Yes,7.8,1,29.21,71.43,55.47,High,0
STU1524,18.9,Male,29604.0,Low,Yes,Yes,1,0.989,Business,2,3.95,88.9,0,3.75,0,-2.28,28.3,Yes,5.1,2,3.83,65.33,39.26,Moderate,0
STU1525,20.2,Male,25000.0,Low,No,No,1,0.7,Science,4,2.14,75.0,0,4.65,2,-0.069,49.9,Yes,3.2,1,33.6,63.39,40.93,Moderate,0
STU1526,23.4,Female,25000.0,Low,No,No,2,0.7,Science,2,1.43,76.8,0,4.37,1,0.517,22.3,Yes,4.1,1,36.41,62.73,44.4,Moderate,0
STU1527,25.1,Male,28390.0,Low,No,Yes,1,0.692,Engineering,4,1.16,72.1,1,4.15,0,0.689,15.8,Yes,6.3,2,36.77,59.16,50.42,High,0
STU1528,24.4,Male,63510.0,Upper-Middle,No,No,1,0.608,Arts,4,3.87,87.0,0,5.57,1,-1.389,16.6,Yes,7.0,1,8.95,74.51,37.06,Moderate,0
STU1529,19.9,Male,54278.0,Middle,No,No,2,0.63,CS,3,0.01,80.6,0,2.25,1,0.992,25.3,Yes,5.4,1,49.47,52.83,52.96,High,1
STU1530,18.5,Female,34169.0,Middle,Yes,No,2,0.978,Science,3,3.87,62.1,1,4.76,1,-1.75,74.9,Yes,1.0,1,16.42,57.55,35.0,Moderate,0
STU1531,21.3,Female,57951.0,Middle,No,No,3,0.621,Arts,1,0.0,77.6,0,4.29,1,1.911,47.7,Yes,6.7,1,50.47,62.69,54.95,High,1
STU1532,17.1,Female,25000.0,Low,No,No,4,0.7,Business,1,3.17,79.0,0,4.65,1,-1.099,5.0,No,1.9,0,18.35,65.39,31.28,Moderate,0
STU1533,21.7,Male,25000.0,Low,Yes,No,2,1.0,Science,2,3.12,82.8,0,4.78,2,-0.991,29.6,Yes,1.7,1,21.46,68.01,37.63,Moderate,0
STU1534,20.7,Female,37703.0,Middle,No,No,1,0.67,Engineering,4,2.74,69.7,1,4.86,1,-0.575,22.5,Yes,7.3,1,25.44,61.91,47.54,High,1
STU1535,20.0,Female,27495.0,Low,Yes,No,1,0.994,Engineering,2,1.8,82.9,0,3.5,2,-0.241,41.8,Yes,3.4,1,34.63,60.94,48.09,High,0
STU1536,17.5,Female,25640.0,Low,Yes,No,1,0.998,CS,4,0.81,94.0,0,3.15,2,0.593,15.9,Yes,6.0,1,41.2,64.54,56.76,High,1
STU1537,22.1,Female,25000.0,Low,No,No,2,0.7,Science,3,2.35,83.5,0,4.61,2,-0.297,17.6,Yes,5.7,1,28.95,67.42,44.72,Moderate,0
STU1538,19.8,Female,25000.0,Low,No,No,3,0.7,CS,4,2.75,86.7,0,5.92,0,-0.113,23.1,Yes,4.1,1,16.49,76.31,34.4,Moderate,0
STU1539,18.4,Male,48568.0,Middle,No,Yes,2,0.643,Arts,4,2.23,94.5,0,3.73,3,-0.569,21.7,Yes,5.9,2,30.6,68.02,44.65,Moderate,0
STU1540,17.0,Female,34404.0,Middle,No,Yes,1,0.677,CS,1,1.08,81.2,0,2.68,0,0.114,37.8,Yes,4.5,2,34.84,55.52,45.4,High,0
STU1541,20.9,Female,51083.0,Middle,No,No,3,0.637,Business,1,2.24,81.0,0,5.03,2,0.001,26.0,Yes,5.6,1,30.8,68.51,43.78,Moderate,0
STU1542,24.9,Male,25000.0,Low,No,Yes,4,0.7,Engineering,1,2.36,84.8,0,2.92,0,-1.059,42.0,Yes,4.8,2,20.96,58.66,40.58,Moderate,0
STU1543,24.7,Male,25000.0,Low,No,No,2,0.7,Science,4,2.36,74.9,1,4.41,1,-0.396,20.3,Yes,4.6,1,27.68,62.0,42.27,Moderate,1
STU1544,20.0,Female,29850.0,Low,No,Yes,4,0.688,Arts,4,3.12,76.4,0,2.7,2,-1.917,40.4,Yes,4.3,2,23.38,53.23,40.88,Moderate,0
STU1545,19.7,Male,49638.0,Middle,No,No,2,0.641,Business,2,1.45,65.7,1,3.63,0,0.167,16.1,No,3.9,0,35.79,53.06,43.93,Moderate,0
STU1546,22.0,Female,25877.0,Low,No,No,2,0.698,Engineering,1,0.86,100.0,0,3.98,3,0.913,37.4,Yes,7.0,1,42.65,72.16,52.7,High,0
STU1547,18.8,Male,48102.0,Middle,Yes,No,0,0.945,Arts,4,2.32,88.6,0,3.62,1,-0.708,24.0,Yes,4.7,1,23.97,64.46,45.57,High,0
STU1548,21.7,Male,25000.0,Low,Yes,Yes,1,1.0,Science,4,2.41,74.4,1,4.3,3,-0.495,40.7,Yes,3.5,2,34.83,61.14,48.51,High,0
STU1549,22.7,Male,26988.0,Low,Yes,No,2,0.995,Engineering,2,1.99,90.2,0,4.42,1,-0.021,5.0,Yes,4.8,1,26.79,69.71,47.16,High,0
STU1550,23.7,Male,28508.0,Low,Yes,No,1,0.992,Science,3,2.29,75.5,0,3.34,2,-0.802,20.6,Yes,4.5,1,31.95,56.35,50.42,High,0
STU1551,20.8,Male,62059.0,Upper-Middle,Yes,No,2,0.911,Arts,4,3.88,82.5,0,3.28,1,-2.419,44.0,Yes,4.8,1,10.2,59.51,40.37,Moderate,0
STU1552,20.6,Male,33677.0,Middle,Yes,No,2,0.979,Business,3,3.56,82.5,0,5.64,2,-1.048,27.6,Yes,6.8,1,17.15,72.65,47.54,High,0
STU1553,19.1,Female,84766.0,Upper-Middle,Yes,No,3,0.857,Arts,4,1.67,78.4,0,3.69,2,-0.026,9.6,No,4.4,0,37.28,59.75,49.09,High,1
STU1554,19.2,Female,25000.0,Low,No,No,3,0.7,Arts,2,1.68,75.5,0,4.39,1,0.275,21.5,No,4.8,0,34.3,62.19,45.39,High,0
STU1555,20.5,Male,32143.0,Middle,Yes,Yes,1,0.983,Engineering,3,0.95,91.7,0,2.22,2,0.039,34.6,Yes,6.7,2,40.49,58.21,58.87,High,0
STU1556,21.8,Female,33112.0,Middle,No,No,1,0.681,Science,2,2.35,82.7,0,6.34,2,0.474,20.3,Yes,6.3,1,29.19,76.65,44.55,Moderate,0
STU1557,23.0,Female,43134.0,Middle,Yes,No,3,0.956,Business,4,4.0,95.5,0,4.59,2,-1.955,43.9,Yes,4.3,1,8.85,73.31,37.41,Moderate,0
STU1558,19.2,Female,25000.0,Low,No,No,3,0.7,Science,3,0.03,73.7,1,1.37,1,0.58,43.0,Yes,7.2,1,51.34,44.48,60.86,High,1
STU1559,24.3,Female,29740.5,Low,No,Yes,2,0.689,Arts,3,0.96,78.2,0,4.0,1,0.822,38.0,Yes,5.5,2,40.69,61.37,49.6,High,1
STU1560,20.4,Male,29965.0,Low,Yes,No,1,0.988,Business,2,0.95,81.6,0,3.06,1,0.413,42.4,Yes,7.0,1,39.77,57.84,59.49,High,1
STU1561,21.0,Male,25000.0,Low,No,Yes,1,0.7,Arts,2,3.96,90.8,0,6.22,1,-1.189,23.8,Yes,6.0,2,6.91,80.03,34.76,Moderate,0
STU1562,19.4,Male,29448.0,Low,No,No,2,0.689,Business,1,3.58,75.7,0,7.28,2,-0.337,47.8,Yes,5.2,1,18.99,78.38,37.62,Moderate,0
STU1563,17.0,Male,29740.5,Low,Yes,No,2,0.989,Business,2,2.4,86.6,0,4.0,1,-0.618,42.9,Yes,5.5,1,23.77,65.57,48.2,High,0
STU1564,22.9,Female,157935.0,High,Yes,No,3,0.681,CS,2,3.17,84.7,0,5.42,0,-0.756,28.5,No,3.0,0,12.89,72.53,30.4,Moderate,0
STU1565,22.6,Male,55824.0,Middle,No,No,2,0.626,Engineering,4,3.08,93.4,0,5.62,3,-0.577,10.5,Yes,5.3,1,22.43,77.99,38.04,Moderate,0
STU1566,20.4,Female,30632.0,Middle,No,No,2,0.686,Science,2,2.43,86.0,0,2.57,2,-1.285,5.0,Yes,5.5,1,27.4,57.31,44.83,Moderate,1
STU1567,21.1,Female,27802.0,Low,Yes,No,2,0.993,Engineering,4,0.06,67.6,1,3.91,3,1.682,41.9,Yes,5.0,1,60.37,55.57,63.17,High,0
STU1568,22.1,Female,52609.0,Middle,No,Yes,2,0.634,Arts,3,2.54,73.9,1,3.89,3,-0.807,10.7,No,5.3,1,33.68,58.61,45.61,High,0
STU1569,17.6,Female,54139.0,Middle,No,Yes,1,0.63,Business,3,2.56,74.3,1,5.8,1,0.024,18.9,Yes,8.0,2,25.86,69.44,47.53,High,0
STU1570,19.8,Male,25000.0,Low,No,No,1,0.7,Business,4,2.01,78.4,0,6.73,2,0.988,35.7,Yes,8.4,1,33.88,76.67,52.05,High,0
STU1571,22.7,Male,43730.0,Middle,No,No,3,0.655,Business,1,4.0,92.6,0,6.88,0,-0.935,14.4,Yes,3.5,1,2.22,84.61,25.05,Moderate,0
STU1572,18.2,Male,30236.0,Middle,No,No,1,0.687,Science,3,1.91,79.9,0,4.65,2,0.161,59.2,Yes,6.0,1,34.43,65.84,47.64,High,1
STU1573,21.6,Female,25000.0,Low,Yes,No,3,1.0,Arts,2,2.17,82.3,0,4.5,3,-0.166,32.8,Yes,5.6,1,34.86,66.21,53.01,High,0
STU1574,18.0,Female,50419.0,Middle,No,No,0,0.639,CS,3,1.92,80.2,0,3.42,2,-0.397,47.7,Yes,6.7,1,34.24,59.14,49.36,High,0
STU1575,22.0,Female,114429.0,Upper-Middle,No,No,1,0.485,Science,2,2.03,86.3,0,4.08,0,-0.213,42.5,Yes,8.6,1,23.81,65.87,45.84,High,0
STU1576,20.9,Male,29740.5,Low,Yes,No,1,0.989,Business,3,1.83,76.2,0,4.0,2,-0.048,5.0,Yes,5.5,1,36.34,60.37,54.01,High,1
STU1577,17.4,Female,57541.0,Middle,Yes,No,1,0.922,CS,2,2.83,80.6,0,5.24,0,-0.496,38.9,Yes,6.8,1,17.52,69.48,47.03,High,1
STU1578,23.6,Male,87770.0,Upper-Middle,Yes,Yes,2,0.849,Engineering,3,3.69,80.5,0,4.72,3,-1.588,29.8,Yes,5.6,2,20.2,66.53,44.08,Moderate,0
STU1579,19.4,Male,29740.5,Low,Yes,No,1,0.989,Arts,2,1.67,81.4,0,4.0,2,0.112,29.3,No,5.5,0,36.38,62.97,53.64,High,0
STU1580,19.2,Female,25000.0,Low,Yes,Yes,1,1.0,Business,3,1.84,77.5,0,6.52,2,1.064,29.7,Yes,10.0,2,35.85,75.05,63.08,High,1
STU1581,21.4,Male,44096.0,Middle,No,No,2,0.654,Engineering,1,0.0,71.3,1,4.61,4,2.053,42.7,Yes,4.1,1,63.61,61.32,54.58,High,1
STU1582,23.5,Female,25628.0,Low,No,No,2,0.698,Business,2,1.52,89.5,0,4.26,1,0.378,49.7,Yes,7.0,1,31.7,68.47,48.87,High,1
STU1583,18.8,Male,25000.0,Low,Yes,No,2,1.0,Science,3,2.05,81.1,0,5.17,1,0.253,15.7,No,5.0,0,28.92,69.34,48.67,High,0
STU1584,21.1,Female,28370.0,Low,No,No,2,0.692,Science,1,0.63,91.0,0,3.17,1,0.782,30.9,Yes,3.1,1,40.15,63.15,43.18,Moderate,1
STU1585,21.9,Male,46006.0,Middle,No,No,3,0.65,Science,3,0.99,85.8,0,3.05,1,0.369,46.8,Yes,8.6,1,38.11,59.88,55.76,High,0
STU1586,22.5,Female,27190.0,Low,Yes,No,1,0.995,Arts,3,2.66,86.1,0,3.52,1,-1.092,27.5,No,2.4,0,21.32,62.65,40.03,Moderate,0
STU1587,21.4,Female,25000.0,Low,Yes,Yes,2,1.0,Arts,2,3.74,91.0,0,2.69,1,-2.542,32.4,Yes,1.6,2,9.05,60.48,33.55,Moderate,0
STU1588,20.2,Female,26001.0,Low,Yes,Yes,1,0.998,CS,2,2.89,100.0,0,4.15,2,-1.041,32.6,Yes,6.8,2,18.6,73.11,48.43,High,0
STU1589,19.2,Male,29387.0,Low,No,Yes,1,0.689,Science,2,1.76,92.4,0,1.35,2,-1.159,55.4,Yes,5.0,2,32.18,53.72,46.09,High,1
STU1590,21.2,Female,25000.0,Low,Yes,No,3,1.0,CS,3,3.41,89.1,0,3.38,2,-1.904,39.0,Yes,6.3,1,16.67,63.37,47.91,High,0
STU1591,18.6,Male,27292.0,Low,Yes,No,4,0.994,Business,2,2.02,84.3,0,1.44,1,-1.379,54.8,Yes,5.5,1,28.26,50.17,52.41,High,1
STU1592,17.0,Male,25000.0,Low,Yes,Yes,2,1.0,CS,4,1.9,92.1,0,3.66,6,-0.27,50.9,Yes,6.6,2,45.87,66.43,59.88,High,1
STU1593,22.0,Male,44153.0,Middle,No,No,1,0.654,Science,1,1.58,76.0,0,3.72,4,0.077,27.3,Yes,5.0,1,46.4,58.71,50.33,High,0
STU1594,23.0,Female,29740.5,Low,No,Yes,1,0.689,Arts,1,0.49,86.7,0,4.0,3,1.292,33.6,Yes,5.5,2,50.34,65.62,52.82,High,0
STU1595,17.0,Male,54591.0,Middle,No,No,1,0.629,Business,2,3.36,92.2,0,4.37,3,-1.413,54.6,Yes,7.2,1,19.99,70.43,43.01,Moderate,0
STU1596,18.8,Female,25000.0,Low,No,No,1,0.7,CS,1,3.11,89.6,0,2.99,3,-1.778,16.3,Yes,8.3,1,23.27,61.45,49.84,High,0
STU1597,22.4,Female,25000.0,Low,Yes,No,1,1.0,CS,2,2.04,81.4,0,3.5,3,-0.481,39.1,Yes,7.8,1,36.43,60.19,60.04,High,0
STU1598,25.5,Male,35478.0,Middle,No,No,2,0.675,Arts,1,1.93,85.6,0,5.86,0,0.68,39.3,Yes,5.3,1,25.02,75.43,40.44,Moderate,0
STU1599,21.0,Female,25000.0,Low,Yes,No,2,1.0,Arts,3,1.86,79.4,0,2.58,2,-0.711,26.7,Yes,6.8,1,35.08,54.07,57.92,High,0
STU1600,19.4,Male,35145.0,Middle,Yes,Yes,2,0.976,Arts,4,1.46,75.9,0,6.78,1,1.56,25.4,Yes,6.3,2,36.38,75.7,53.47,High,1
STU1601,20.6,Female,25000.0,Low,No,Yes,1,0.7,Arts,1,2.18,93.6,0,4.55,3,-0.153,27.1,Yes,6.3,2,31.37,72.13,46.48,High,0
STU1602,24.0,Male,25000.0,Low,No,No,2,0.7,Arts,2,2.52,78.5,0,2.32,0,-1.487,38.4,No,3.1,0,21.25,52.17,37.42,Moderate,0
STU1603,19.6,Male,37919.0,Middle,Yes,No,1,0.969,Engineering,4,0.08,78.5,0,2.65,5,1.1,47.7,Yes,6.9,1,64.4,54.01,69.29,Critical,1
STU1604,19.2,Male,25000.0,Low,Yes,No,1,1.0,Engineering,1,2.44,78.6,0,5.08,0,-0.177,38.9,Yes,6.6,1,22.02,67.59,50.17,High,0
STU1605,19.9,Male,25000.0,Low,Yes,No,1,1.0,Arts,3,0.61,76.4,0,4.96,1,1.599,14.9,Yes,8.8,1,44.73,65.82,65.02,Critical,1
STU1606,18.9,Male,34508.0,Middle,No,No,1,0.677,Science,3,1.34,76.2,0,4.56,3,0.691,48.1,Yes,7.6,1,44.99,63.49,56.01,High,0
STU1607,21.3,Male,29740.5,Low,Yes,No,2,0.989,CS,1,1.35,68.2,1,4.0,2,0.432,44.3,Yes,5.5,1,43.54,56.37,57.49,High,0
STU1608,24.6,Male,32900.0,Middle,No,No,2,0.681,Engineering,1,2.84,69.6,1,3.86,1,-1.121,27.1,Yes,5.3,1,24.47,56.29,43.21,Moderate,0
STU1609,21.7,Male,36192.0,Middle,No,No,1,0.673,Engineering,2,3.61,80.5,0,2.99,3,-2.278,22.1,Yes,3.7,1,21.0,56.9,37.58,Moderate,0
STU1610,20.4,Male,30774.0,Middle,Yes,Yes,1,0.986,Business,4,1.42,85.7,0,4.51,2,0.589,19.1,No,8.8,1,37.59,67.96,61.56,High,1
STU1611,20.4,Female,42824.0,Middle,No,Yes,3,0.657,Engineering,1,3.43,68.6,1,6.1,0,-0.713,42.9,Yes,3.6,2,15.12,68.26,32.95,Moderate,0
STU1612,17.6,Female,31523.0,Middle,Yes,No,3,0.984,CS,2,3.52,83.5,0,3.96,0,-1.756,7.4,Yes,2.1,1,9.75,63.8,34.26,Moderate,0
STU1613,22.9,Female,25000.0,Low,No,Yes,2,0.7,Arts,1,3.06,92.3,0,4.34,2,-1.127,43.2,Yes,7.1,2,19.21,70.31,43.89,Moderate,0
STU1614,20.8,Female,25000.0,Low,No,No,1,0.7,Business,1,1.86,78.2,0,5.33,3,0.514,24.6,Yes,5.7,1,39.19,68.78,48.61,High,0
STU1615,20.6,Female,94539.0,Upper-Middle,No,No,2,0.533,Science,3,2.13,74.1,1,3.32,1,-0.651,33.4,Yes,6.0,1,30.22,55.54,44.42,Moderate,1
STU1616,28.0,Female,29734.0,Low,Yes,No,1,0.989,Arts,4,2.88,81.5,0,4.54,3,-0.858,5.0,Yes,5.8,1,28.0,66.03,50.58,High,0
STU1617,21.7,Male,52583.0,Middle,No,Yes,1,0.634,Business,4,4.0,86.2,0,5.04,2,-1.755,8.7,Yes,3.6,2,11.64,71.16,30.66,Moderate,0
STU1618,19.3,Female,29740.5,Low,Yes,No,1,0.989,Engineering,3,3.68,77.5,0,4.0,4,-1.898,21.8,Yes,5.5,1,24.95,61.02,49.36,High,0
STU1619,20.1,Male,28715.0,Low,No,No,3,0.691,Science,1,2.45,89.6,0,2.31,0,-1.421,19.1,Yes,4.9,1,18.62,57.66,39.87,Moderate,0
STU1620,23.5,Female,25000.0,Low,Yes,No,2,1.0,Science,2,3.52,85.8,0,3.71,4,-1.867,39.1,Yes,4.7,1,24.06,63.56,46.84,High,0
STU1621,21.2,Female,130556.0,High,No,No,2,0.447,Business,3,3.7,95.8,0,5.11,2,-1.424,33.6,Yes,8.1,1,11.76,76.35,37.44,Moderate,0
STU1622,17.8,Male,34612.0,Middle,No,No,1,0.677,Science,1,1.51,68.5,1,2.09,0,-0.579,53.2,Yes,6.9,1,34.35,45.89,52.65,High,1
STU1623,23.0,Female,25000.0,Low,No,No,4,0.7,CS,4,3.87,70.7,1,4.31,0,-1.95,36.2,Yes,1.4,1,10.09,59.35,27.63,Moderate,0
STU1624,19.5,Male,25000.0,Low,Yes,No,1,1.0,CS,2,2.46,78.7,0,3.76,2,-0.785,22.2,Yes,5.9,1,29.29,60.29,52.42,High,0
STU1625,25.1,Male,97172.0,Upper-Middle,No,Yes,2,0.527,CS,2,0.53,71.3,1,3.71,2,1.123,44.7,Yes,7.4,2,50.81,56.31,55.92,High,0
STU1626,23.4,Male,26958.0,Low,Yes,No,2,0.995,Business,3,3.47,94.6,0,4.39,1,-1.515,24.4,Yes,3.3,1,10.67,71.74,36.66,Moderate,1
STU1627,20.0,Female,46469.0,Middle,Yes,No,3,0.948,Engineering,1,3.65,83.9,0,1.8,2,-2.848,23.8,Yes,3.9,1,15.83,51.97,42.25,Moderate,0
STU1628,23.8,Female,49692.0,Middle,No,No,2,0.641,Science,1,0.91,79.4,0,5.55,1,1.562,30.0,No,7.3,0,40.83,70.6,51.81,High,0
STU1629,21.1,Female,25000.0,Low,No,Yes,1,0.7,Arts,2,1.53,94.4,0,2.84,2,-0.265,49.4,Yes,4.7,2,33.88,63.01,44.85,Moderate,0
STU1630,22.9,Male,44510.0,Middle,Yes,No,1,0.953,Science,4,3.74,84.3,0,4.47,1,-1.749,42.6,Yes,1.9,1,11.06,67.04,33.18,Moderate,0
STU1631,22.1,Male,25000.0,Low,No,Yes,3,0.7,Science,1,1.17,80.3,0,4.91,2,1.017,42.2,Yes,7.7,2,41.71,67.49,54.81,High,1
STU1632,19.1,Female,29740.5,Low,No,No,0,0.689,Arts,1,1.07,75.7,0,4.0,1,0.712,53.5,Yes,5.5,1,40.34,60.12,49.65,High,0
STU1633,19.6,Male,59795.0,Middle,Yes,No,2,0.916,Science,3,2.7,86.4,0,3.96,2,-0.936,42.0,Yes,6.2,1,24.58,65.25,48.86,High,0
STU1634,23.3,Female,27040.0,Low,No,No,2,0.695,Business,2,0.67,86.2,0,2.1,5,0.265,15.3,Yes,5.4,1,56.19,54.79,56.66,High,1
STU1635,20.3,Male,40583.0,Middle,No,No,0,0.663,Business,4,0.15,87.5,0,1.93,1,0.71,36.5,Yes,7.5,1,46.0,54.5,57.24,High,0
STU1636,20.1,Male,38046.0,Middle,No,Yes,1,0.669,Science,3,3.73,88.4,0,5.66,1,-1.209,49.5,Yes,3.5,2,9.93,75.71,29.75,Moderate,0
STU1637,18.9,Male,43598.0,Middle,No,Yes,2,0.655,Science,3,4.0,93.6,0,3.27,1,-2.543,11.8,Yes,6.7,2,5.67,65.01,37.37,Moderate,0
STU1638,21.9,Female,25000.0,Low,Yes,No,4,1.0,CS,3,2.68,75.4,0,3.51,2,-1.117,29.8,Yes,7.9,1,28.08,57.24,57.4,High,0
STU1639,25.5,Male,25000.0,Low,No,No,2,0.7,Science,4,3.41,99.9,0,2.53,0,-2.283,17.2,Yes,3.1,1,5.93,64.04,29.52,Moderate,0
STU1640,18.7,Male,25000.0,Low,No,No,1,0.7,Science,2,3.55,96.4,0,3.5,0,-1.991,31.5,Yes,4.2,1,5.58,67.69,31.58,Moderate,0
STU1641,21.1,Male,25000.0,Low,No,Yes,2,0.7,CS,1,2.46,95.7,0,6.27,3,0.333,43.6,No,8.5,1,27.94,82.76,49.01,High,0
STU1642,24.1,Male,38461.0,Middle,No,No,2,0.668,Science,1,3.4,80.4,0,4.04,4,-1.6,46.1,Yes,7.4,1,26.88,62.69,48.21,High,0
STU1643,20.8,Male,60605.0,Upper-Middle,Yes,Yes,3,0.915,CS,2,3.07,76.3,0,2.95,2,-1.756,27.8,Yes,4.0,2,23.91,54.58,44.68,Moderate,0
